Steps,Episode reward,Episode number
2000704,760.0,1
2001227,410.0,2
2002287,750.0,3
2002750,410.0,4
2003671,810.0,5
2004147,280.0,6
2004945,540.0,7
2005666,420.0,8
2006356,690.0,9
2006692,140.0,10
2007127,340.0,11
2007740,360.0,12
2008635,590.0,13
2009278,730.0,14
2009914,320.0,15
