Steps,Episode number,Episode reward
977461,1492,450.0
978108,1493,430.0
978925,1494,730.0
979569,1495,310.0
980251,1496,600.0
981287,1497,750.0
981787,1498,440.0
982326,1499,420.0
982913,1500,210.0
983473,1501,430.0
984146,1502,190.0
984827,1503,430.0
985359,1504,410.0
986031,1505,120.0
986420,1506,190.0
987165,1507,410.0
988014,1508,520.0
988599,1509,380.0
989709,1510,950.0
990467,1511,480.0
991021,1512,370.0
991664,1513,300.0
992201,1514,210.0
992593,1515,230.0
993280,1516,370.0
993861,1517,220.0
994472,1518,270.0
994957,1519,300.0
995570,1520,450.0
995963,1521,140.0
996566,1522,440.0
997143,1523,340.0
997883,1524,290.0
998499,1525,210.0
999351,1526,690.0
999755,1527,80.0
1000375,1528,300.0
1000961,1529,570.0
1001605,1530,120.0
1002311,1531,410.0
1002990,1532,390.0
1003502,1533,330.0
1004162,1534,220.0
1005064,1535,260.0
1005852,1536,310.0
1006453,1537,210.0
1007048,1538,210.0
1007557,1539,420.0
1008121,1540,170.0
1008699,1541,410.0
1009219,1542,290.0
1009931,1543,330.0
1010546,1544,300.0
1011663,1545,450.0
1012503,1546,540.0
1012938,1547,210.0
1013527,1548,370.0
1013918,1549,240.0
1014773,1550,440.0
1015195,1551,150.0
1015591,1552,230.0
1016172,1553,380.0
1017143,1554,500.0
1017546,1555,190.0
1018169,1556,280.0
1018883,1557,400.0
1019288,1558,120.0
1019700,1559,80.0
1020252,1560,140.0
1020787,1561,370.0
1021656,1562,510.0
1022133,1563,330.0
1022482,1564,100.0
1022904,1565,360.0
1023666,1566,910.0
1024894,1567,680.0
1025514,1568,320.0
1026220,1569,370.0
1026697,1570,210.0
1027078,1571,280.0
1027721,1572,240.0
1028491,1573,360.0
1029095,1574,240.0
1029693,1575,240.0
1030333,1576,240.0
1030719,1577,280.0
1031337,1578,210.0
1031894,1579,420.0
1032503,1580,210.0
1033006,1581,390.0
1033687,1582,330.0
1034352,1583,330.0
1035072,1584,250.0
1035722,1585,450.0
1036175,1586,230.0
1036977,1587,690.0
1037601,1588,400.0
1038182,1589,340.0
1039097,1590,680.0
1039518,1591,240.0
1039968,1592,120.0
1040535,1593,230.0
1041030,1594,280.0
1041548,1595,260.0
1042339,1596,390.0
1043115,1597,710.0
1043627,1598,270.0
1044020,1599,60.0
1044676,1600,340.0
1045148,1601,270.0
1045709,1602,290.0
1046407,1603,620.0
1047140,1604,690.0
1047614,1605,210.0
1048228,1606,250.0
1048569,1607,160.0
1049110,1608,390.0
1049674,1609,390.0
1050116,1610,230.0
1050644,1611,360.0
1051138,1612,260.0
1051791,1613,300.0
1052933,1614,930.0
1053922,1615,550.0
1054617,1616,450.0
1055085,1617,210.0
1055530,1618,360.0
1056480,1619,810.0
1057246,1620,510.0
1057819,1621,360.0
1058351,1622,250.0
1059370,1623,320.0
1060289,1624,400.0
1060902,1625,210.0
1061636,1626,650.0
1062321,1627,430.0
1062760,1628,120.0
1063408,1629,250.0
1064004,1630,200.0
1064417,1631,220.0
1064976,1632,400.0
1065839,1633,350.0
1066484,1634,310.0
1066973,1635,120.0
1067452,1636,290.0
1068042,1637,330.0
1068662,1638,180.0
1069141,1639,360.0
1069701,1640,400.0
1070394,1641,360.0
1070877,1642,310.0
1071325,1643,200.0
1071910,1644,480.0
1072241,1645,130.0
1073024,1646,490.0
1073703,1647,310.0
1074035,1648,160.0
1074617,1649,410.0
1075248,1650,420.0
1075594,1651,190.0
1076385,1652,350.0
1076860,1653,210.0
1077457,1654,190.0
1078065,1655,660.0
1078697,1656,310.0
1079130,1657,310.0
1079705,1658,480.0
1080212,1659,500.0
1080794,1660,230.0
1081445,1661,300.0
1081773,1662,170.0
1082245,1663,210.0
1082878,1664,220.0
1083613,1665,460.0
1084109,1666,110.0
1084864,1667,630.0
1085578,1668,460.0
1086003,1669,130.0
1086613,1670,350.0
1087071,1671,340.0
1087371,1672,140.0
1087777,1673,190.0
1088552,1674,500.0
1089011,1675,240.0
1089539,1676,320.0
1089979,1677,240.0
1090652,1678,250.0
1091123,1679,210.0
1091727,1680,350.0
1092176,1681,340.0
1092812,1682,580.0
1093446,1683,520.0
1093834,1684,280.0
1094381,1685,430.0
1095298,1686,530.0
1096117,1687,700.0
1096647,1688,370.0
1097105,1689,330.0
1097595,1690,240.0
1098466,1691,620.0
1099070,1692,410.0
1099938,1693,1140.0
1100757,1694,620.0
1101408,1695,230.0
1102306,1696,1280.0
1102925,1697,460.0
1103552,1698,290.0
1104759,1699,980.0
1105275,1700,400.0
1105759,1701,360.0
1106356,1702,380.0
1107152,1703,260.0
1107611,1704,240.0
1108165,1705,170.0
1108841,1706,680.0
1109893,1707,980.0
1110584,1708,480.0
1111169,1709,280.0
1111662,1710,400.0
1112089,1711,180.0
1112577,1712,270.0
1113184,1713,370.0
1114530,1714,770.0
1115133,1715,210.0
1115657,1716,360.0
1116432,1717,280.0
1117685,1718,390.0
1118207,1719,430.0
1119018,1720,460.0
1119879,1721,510.0
1120317,1722,190.0
1120770,1723,360.0
1121770,1724,730.0
1122171,1725,160.0
1123013,1726,460.0
1123700,1727,120.0
1124296,1728,210.0
1124697,1729,200.0
1125302,1730,210.0
1125712,1731,200.0
1126317,1732,210.0
1127085,1733,390.0
1127468,1734,280.0
1127880,1735,290.0
1128244,1736,190.0
1128655,1737,60.0
1129087,1738,260.0
1129672,1739,280.0
1130282,1740,210.0
1130885,1741,210.0
1131435,1742,430.0
1131818,1743,190.0
1132422,1744,210.0
1132963,1745,360.0
1133719,1746,710.0
1134610,1747,640.0
1135004,1748,230.0
1135615,1749,210.0
1136074,1750,210.0
1136534,1751,240.0
1137525,1752,1120.0
1138009,1753,210.0
1138538,1754,210.0
1139005,1755,210.0
1139440,1756,210.0
1139923,1757,400.0
1140480,1758,420.0
1141042,1759,460.0
1141385,1760,190.0
1142014,1761,350.0
1142535,1762,240.0
1143429,1763,660.0
1144109,1764,250.0
1144894,1765,580.0
1145919,1766,840.0
1146307,1767,220.0
1147189,1768,700.0
1147709,1769,320.0
1148313,1770,220.0
1148851,1771,430.0
1150101,1772,740.0
1151129,1773,480.0
1151683,1774,340.0
1152246,1775,290.0
1152711,1776,210.0
1153152,1777,340.0
1153624,1778,210.0
1154060,1779,210.0
1154536,1780,210.0
1154950,1781,110.0
1155512,1782,220.0
1156183,1783,420.0
1156661,1784,210.0
1157156,1785,410.0
1157917,1786,580.0
1158743,1787,900.0
1159629,1788,650.0
1160107,1789,210.0
1160718,1790,420.0
1161143,1791,210.0
1161922,1792,300.0
1162403,1793,220.0
1162798,1794,230.0
1163402,1795,240.0
1163865,1796,390.0
1164540,1797,470.0
1164993,1798,210.0
1165624,1799,260.0
1165975,1800,190.0
1166422,1801,240.0
1166990,1802,320.0
1167560,1803,90.0
1167993,1804,320.0
1168721,1805,280.0
1169746,1806,260.0
1170435,1807,400.0
1170999,1808,360.0
1171403,1809,230.0
1172301,1810,750.0
1173115,1811,470.0
1173494,1812,280.0
1174154,1813,350.0
1174968,1814,380.0
1176025,1815,990.0
1176712,1816,120.0
1177310,1817,390.0
1178348,1818,350.0
1178850,1819,290.0
1179234,1820,220.0
1180097,1821,420.0
1180651,1822,380.0
1181136,1823,330.0
1181615,1824,340.0
1182576,1825,370.0
1183265,1826,270.0
1183737,1827,310.0
1184311,1828,470.0
1184709,1829,200.0
1185303,1830,210.0
1185903,1831,290.0
1186437,1832,330.0
1187017,1833,240.0
1187427,1834,190.0
1187864,1835,210.0
1188301,1836,210.0
1188886,1837,450.0
1189369,1838,210.0
1189783,1839,60.0
1190320,1840,250.0
1190847,1841,240.0
1191653,1842,480.0
1192178,1843,420.0
1193374,1844,400.0
1193861,1845,260.0
1194373,1846,410.0
1195177,1847,390.0
1195763,1848,500.0
1196318,1849,400.0
1197019,1850,360.0
1197558,1851,400.0
1198158,1852,210.0
1198722,1853,230.0
1199327,1854,210.0
1199978,1855,210.0
1200455,1856,280.0
1201246,1857,270.0
1201785,1858,370.0
1202357,1859,90.0
1202786,1860,190.0
1203365,1861,420.0
1204057,1862,520.0
1204613,1863,310.0
1205142,1864,340.0
1205951,1865,570.0
1206572,1866,370.0
1207108,1867,310.0
1207903,1868,590.0
1208981,1869,580.0
1209813,1870,1370.0
1210259,1871,220.0
1210689,1872,300.0
1211587,1873,580.0
1212034,1874,370.0
1212662,1875,400.0
1213328,1876,470.0
1213741,1877,250.0
1214186,1878,190.0
1214555,1879,190.0
1215088,1880,240.0
1215820,1881,500.0
1216326,1882,310.0
1217249,1883,980.0
1217718,1884,240.0
1218646,1885,970.0
1219363,1886,850.0
1220243,1887,520.0
1220842,1888,230.0
1221294,1889,340.0
1222054,1890,930.0
1223083,1891,510.0
1223471,1892,190.0
1223906,1893,210.0
1224590,1894,270.0
1225072,1895,260.0
1226084,1896,670.0
1226568,1897,300.0
1227205,1898,440.0
1227908,1899,440.0
1228413,1900,340.0
1229079,1901,410.0
1229963,1902,410.0
1230600,1903,430.0
1231118,1904,340.0
1231833,1905,530.0
1232399,1906,150.0
1233132,1907,340.0
1233964,1908,610.0
1234486,1909,360.0
1234958,1910,340.0
1235433,1911,210.0
1235983,1912,360.0
1236545,1913,440.0
1236998,1914,320.0
1237855,1915,640.0
1238395,1916,140.0
1239032,1917,400.0
1239421,1918,230.0
1239807,1919,290.0
1240580,1920,520.0
1240994,1921,180.0
1241523,1922,320.0
1241995,1923,210.0
1242426,1924,340.0
1242890,1925,220.0
1243400,1926,380.0
1243929,1927,310.0
1244588,1928,520.0
1245375,1929,630.0
1245920,1930,340.0
1246683,1931,370.0
1247493,1932,330.0
1247975,1933,210.0
1248476,1934,450.0
1249078,1935,330.0
1249479,1936,230.0
1250190,1937,1050.0
1250572,1938,180.0
1251203,1939,860.0
1251799,1940,210.0
1252411,1941,210.0
1252944,1942,210.0
1253768,1943,410.0
1254461,1944,460.0
1255154,1945,320.0
1255798,1946,300.0
1256197,1947,60.0
1256730,1948,160.0
1257408,1949,100.0
1257957,1950,230.0
1258433,1951,110.0
1258837,1952,60.0
1259677,1953,440.0
1260331,1954,70.0
1260838,1955,60.0
1261307,1956,330.0
1261846,1957,200.0
1262259,1958,90.0
1262805,1959,300.0
1263392,1960,210.0
1263779,1961,190.0
1264383,1962,210.0
1265073,1963,370.0
1265733,1964,380.0
1266683,1965,1060.0
1267414,1966,840.0
1268071,1967,450.0
1268612,1968,360.0
1269258,1969,210.0
1269803,1970,360.0
1270337,1971,320.0
1271136,1972,390.0
1271691,1973,240.0
1272402,1974,190.0
1273176,1975,1150.0
1273751,1976,280.0
1274301,1977,370.0
1274958,1978,400.0
1275552,1979,210.0
1276005,1980,260.0
1276613,1981,210.0
1277432,1982,410.0
1278162,1983,400.0
1278711,1984,440.0
1279177,1985,270.0
1279631,1986,210.0
1280425,1987,540.0
1280997,1988,340.0
1281804,1989,460.0
1282192,1990,220.0
1282722,1991,170.0
1283334,1992,370.0
1283871,1993,170.0
1284442,1994,130.0
1284914,1995,320.0
1285324,1996,240.0
1285989,1997,440.0
1286642,1998,470.0
1287213,1999,370.0
1287939,2000,490.0
1288487,2001,470.0
1289109,2002,170.0
1289576,2003,240.0
1290207,2004,280.0
1290632,2005,230.0
1291429,2006,510.0
1292472,2007,720.0
1292907,2008,190.0
1293638,2009,470.0
1294401,2010,480.0
1295331,2011,1070.0
1295911,2012,380.0
1296461,2013,550.0
1297305,2014,790.0
1298014,2015,680.0
1298742,2016,650.0
1299374,2017,410.0
1300113,2018,590.0
1300677,2019,360.0
1301232,2020,150.0
1301618,2021,220.0
1302328,2022,470.0
1302925,2023,330.0
1303763,2024,720.0
1304775,2025,1430.0
1305481,2026,560.0
1306187,2027,230.0
1306641,2028,170.0
1307290,2029,320.0
1307955,2030,330.0
1308515,2031,240.0
1309100,2032,330.0
1309721,2033,370.0
1310397,2034,250.0
1310796,2035,210.0
1311420,2036,330.0
1311828,2037,60.0
1312698,2038,740.0
1313378,2039,540.0
1313854,2040,250.0
1314547,2041,210.0
1315203,2042,440.0
1316237,2043,670.0
1316817,2044,440.0
1317790,2045,910.0
1318284,2046,250.0
1319000,2047,510.0
1319549,2048,290.0
1320013,2049,210.0
1320539,2050,240.0
1321004,2051,210.0
1321465,2052,340.0
1321928,2053,210.0
1322476,2054,430.0
1322857,2055,280.0
1323987,2056,720.0
1324723,2057,380.0
1325256,2058,490.0
1325726,2059,240.0
1326615,2060,570.0
1327085,2061,300.0
1327676,2062,430.0
1328437,2063,330.0
1329061,2064,450.0
1329457,2065,190.0
1330085,2066,390.0
1330561,2067,350.0
1331335,2068,560.0
1332502,2069,700.0
1332913,2070,220.0
1333591,2071,360.0
1334187,2072,210.0
1334794,2073,210.0
1335376,2074,240.0
1335872,2075,410.0
1336873,2076,560.0
1337633,2077,900.0
1338288,2078,760.0
1339144,2079,260.0
1339610,2080,300.0
1340851,2081,460.0
1341425,2082,340.0
1341840,2083,300.0
1342375,2084,400.0
1343226,2085,500.0
1343666,2086,350.0
1344265,2087,680.0
1344698,2088,300.0
1345435,2089,300.0
1346195,2090,370.0
1346842,2091,950.0
1347297,2092,320.0
1347828,2093,330.0
1348684,2094,530.0
1349696,2095,380.0
1350688,2096,1080.0
1351085,2097,110.0
1351572,2098,210.0
1352156,2099,260.0
1353046,2100,430.0
1353515,2101,200.0
1353978,2102,340.0
1354432,2103,380.0
1355121,2104,350.0
1355904,2105,480.0
1356440,2106,360.0
1357357,2107,700.0
1357822,2108,390.0
1358629,2109,1040.0
1359126,2110,300.0
1360094,2111,430.0
1360785,2112,420.0
1361268,2113,360.0
1361859,2114,320.0
1362491,2115,500.0
1362874,2116,230.0
1363398,2117,190.0
1363928,2118,240.0
1364837,2119,610.0
1365529,2120,420.0
1366131,2121,210.0
1366732,2122,210.0
1367461,2123,550.0
1368215,2124,410.0
1368679,2125,210.0
1369458,2126,340.0
1369867,2127,220.0
1370605,2128,500.0
1371203,2129,370.0
1371672,2130,340.0
1372345,2131,410.0
1372902,2132,250.0
1373542,2133,390.0
1374203,2134,380.0
1374716,2135,450.0
1375316,2136,210.0
1375917,2137,210.0
1376576,2138,310.0
1377048,2139,210.0
1378360,2140,500.0
1378953,2141,180.0
1379695,2142,590.0
1380736,2143,470.0
1381311,2144,380.0
1381853,2145,400.0
1382573,2146,260.0
1383193,2147,280.0
1383820,2148,510.0
1384298,2149,210.0
1384817,2150,370.0
1385424,2151,320.0
1385822,2152,260.0
1386787,2153,640.0
1387115,2154,160.0
1387639,2155,400.0
1388204,2156,230.0
1388851,2157,330.0
1389442,2158,240.0
1389845,2159,310.0
1390399,2160,430.0
1391094,2161,590.0
1391658,2162,390.0
1392127,2163,210.0
1392584,2164,240.0
1393222,2165,310.0
1393920,2166,380.0
1394657,2167,450.0
1395278,2168,430.0
1395983,2169,690.0
1396444,2170,250.0
1396965,2171,290.0
1397502,2172,330.0
1398044,2173,480.0
1398895,2174,510.0
1399500,2175,210.0
1400172,2176,480.0
1400589,2177,60.0
1401034,2178,230.0
1401552,2179,360.0
1402155,2180,210.0
1402690,2181,300.0
1403482,2182,390.0
1404246,2183,380.0
1404911,2184,400.0
1405437,2185,450.0
1406039,2186,380.0
1406726,2187,410.0
1407500,2188,680.0
1407891,2189,230.0
1408814,2190,340.0
1409216,2191,60.0
1409671,2192,190.0
1410287,2193,450.0
1410952,2194,360.0
1411725,2195,500.0
1412456,2196,420.0
1412839,2197,300.0
1413439,2198,210.0
1413877,2199,190.0
1414348,2200,250.0
1414823,2201,210.0
1415417,2202,210.0
1416218,2203,520.0
1416817,2204,350.0
1417393,2205,230.0
1417925,2206,310.0
1418407,2207,380.0
1419009,2208,210.0
1419600,2209,240.0
1420067,2210,210.0
1420430,2211,130.0
1421225,2212,260.0
1421717,2213,110.0
1422192,2214,230.0
1422690,2215,330.0
1423212,2216,320.0
1423743,2217,360.0
1424494,2218,710.0
1425307,2219,410.0
1425719,2220,360.0
1426250,2221,350.0
1426645,2222,280.0
1427163,2223,470.0
1427625,2224,210.0
1428216,2225,210.0
1428791,2226,450.0
1429259,2227,240.0
1429723,2228,290.0
1430188,2229,430.0
1431144,2230,440.0
1431785,2231,480.0
1432441,2232,310.0
1433329,2233,750.0
1433869,2234,410.0
1434497,2235,360.0
1435060,2236,370.0
1435399,2237,160.0
1435962,2238,120.0
1436793,2239,420.0
1437302,2240,260.0
1438184,2241,650.0
1438598,2242,200.0
1439143,2243,430.0
1439646,2244,330.0
1440486,2245,490.0
1440959,2246,210.0
1441426,2247,210.0
1441902,2248,210.0
1442370,2249,210.0
1442765,2250,280.0
1443157,2251,190.0
1443636,2252,210.0
1444017,2253,200.0
1444507,2254,240.0
1445108,2255,210.0
1445698,2256,210.0
1446304,2257,210.0
1447064,2258,640.0
1447611,2259,60.0
1448297,2260,180.0
1449112,2261,330.0
1449786,2262,70.0
1450456,2263,450.0
1450967,2264,170.0
1451364,2265,130.0
1452099,2266,640.0
1452714,2267,270.0
1453382,2268,620.0
1454000,2269,110.0
1454911,2270,430.0
1455693,2271,560.0
1456848,2272,270.0
1457355,2273,160.0
1457796,2274,280.0
1458342,2275,340.0
1458889,2276,320.0
1459371,2277,120.0
1460001,2278,330.0
1461098,2279,380.0
1461698,2280,490.0
1462277,2281,330.0
1462656,2282,230.0
1463425,2283,650.0
1463878,2284,390.0
1464584,2285,340.0
1465230,2286,220.0
1466177,2287,510.0
1466695,2288,240.0
1467437,2289,270.0
1468046,2290,380.0
1468578,2291,360.0
1469100,2292,350.0
1469710,2293,310.0
1470328,2294,740.0
1471032,2295,440.0
1471719,2296,260.0
1472195,2297,300.0
1473376,2298,310.0
1474365,2299,270.0
1475103,2300,240.0
1475741,2301,370.0
1476696,2302,680.0
1477311,2303,370.0
1477768,2304,290.0
1478376,2305,610.0
1478949,2306,320.0
1479287,2307,210.0
1480109,2308,390.0
1480602,2309,380.0
1481055,2310,310.0
1481864,2311,430.0
1482665,2312,800.0
1483297,2313,190.0
1483867,2314,280.0
1484513,2315,390.0
1485219,2316,460.0
1485861,2317,380.0
1486453,2318,260.0
1487001,2319,280.0
1487745,2320,560.0
1488191,2321,240.0
1489000,2322,480.0
1489543,2323,450.0
1490028,2324,230.0
1490560,2325,220.0
1491272,2326,700.0
1491802,2327,390.0
1492562,2328,600.0
1493097,2329,380.0
1493536,2330,230.0
1494012,2331,240.0
1494952,2332,490.0
1495535,2333,220.0
1496075,2334,400.0
1496965,2335,760.0
1497905,2336,310.0
1498726,2337,640.0
1499284,2338,380.0
1499846,2339,280.0
1500512,2340,300.0
1501001,2341,250.0
1501631,2342,350.0
1502375,2343,460.0
1503576,2344,1870.0
1504055,2345,360.0
1504376,2346,160.0
1505109,2347,450.0
1506074,2348,1510.0
1506722,2349,390.0
1507393,2350,410.0
1508157,2351,600.0
1509280,2352,590.0
1509921,2353,660.0
1510530,2354,500.0
1510940,2355,110.0
1511394,2356,370.0
1511965,2357,520.0
1512534,2358,510.0
1513422,2359,510.0
1514051,2360,320.0
1514838,2361,300.0
1515471,2362,520.0
1516332,2363,320.0
1516905,2364,200.0
1517488,2365,160.0
1517991,2366,180.0
1518388,2367,230.0
1519467,2368,920.0
1520457,2369,720.0
1521534,2370,960.0
1521983,2371,440.0
1522556,2372,230.0
1523122,2373,380.0
1523647,2374,280.0
1524755,2375,900.0
1525930,2376,790.0
1526625,2377,190.0
1527349,2378,370.0
1528131,2379,310.0
1529090,2380,330.0
1529773,2381,380.0
1530309,2382,320.0
1531007,2383,740.0
1531629,2384,430.0
1532150,2385,260.0
1532660,2386,400.0
1533279,2387,520.0
1533806,2388,260.0
1534267,2389,210.0
1534710,2390,210.0
1535545,2391,750.0
1536115,2392,140.0
1536557,2393,200.0
1537301,2394,500.0
1537707,2395,200.0
1538125,2396,240.0
1538891,2397,1080.0
1539596,2398,460.0
1540237,2399,340.0
1540911,2400,320.0
1541683,2401,610.0
1542140,2402,240.0
1542755,2403,400.0
1543237,2404,390.0
1543639,2405,200.0
1544110,2406,300.0
1544582,2407,210.0
1545111,2408,90.0
1545506,2409,230.0
1546115,2410,350.0
1546537,2411,270.0
1547987,2412,630.0
1548946,2413,440.0
1549573,2414,410.0
1550233,2415,300.0
1550846,2416,210.0
1551672,2417,500.0
1552133,2418,420.0
1553200,2419,440.0
1553805,2420,460.0
1554414,2421,210.0
1555174,2422,300.0
1555772,2423,210.0
1556835,2424,610.0
1557278,2425,310.0
1558467,2426,740.0
1559002,2427,430.0
1559618,2428,230.0
1560227,2429,500.0
1560820,2430,300.0
1561400,2431,360.0
1562401,2432,800.0
1563001,2433,300.0
1563713,2434,400.0
1564336,2435,440.0
1565236,2436,630.0
1565849,2437,1000.0
1566412,2438,590.0
1567253,2439,520.0
1567647,2440,230.0
1568178,2441,330.0
1568530,2442,100.0
1569284,2443,420.0
1569712,2444,330.0
1570105,2445,60.0
1570632,2446,240.0
1571523,2447,820.0
1572204,2448,470.0
1572696,2449,100.0
1573530,2450,600.0
1574000,2451,210.0
1574496,2452,250.0
1575106,2453,210.0
1575993,2454,300.0
1576343,2455,100.0
1576952,2456,210.0
1577587,2457,240.0
1578026,2458,180.0
1578437,2459,270.0
1579044,2460,210.0
1579787,2461,470.0
1580303,2462,270.0
1580752,2463,270.0
1581337,2464,330.0
1581866,2465,150.0
1582258,2466,190.0
1582633,2467,280.0
1583122,2468,230.0
1583598,2469,230.0
1584011,2470,60.0
1584534,2471,210.0
1585192,2472,410.0
1585673,2473,300.0
1586355,2474,470.0
1587116,2475,1050.0
1587881,2476,350.0
1588267,2477,190.0
1588872,2478,410.0
1589337,2479,370.0
1589885,2480,340.0
1590353,2481,180.0
1590898,2482,330.0
1591235,2483,90.0
1591682,2484,160.0
1592518,2485,950.0
1593356,2486,440.0
1593919,2487,400.0
1594617,2488,330.0
1595407,2489,1750.0
1595797,2490,230.0
1596399,2491,420.0
1596830,2492,260.0
1597350,2493,470.0
1597896,2494,300.0
1598421,2495,220.0
1598831,2496,290.0
1599750,2497,480.0
1600503,2498,500.0
1601033,2499,250.0
1601410,2500,220.0
1601974,2501,320.0
1602570,2502,210.0
1603383,2503,210.0
1604133,2504,520.0
1604870,2505,330.0
1605359,2506,360.0
1605721,2507,200.0
1606111,2508,290.0
1606513,2509,260.0
1607120,2510,210.0
1607978,2511,580.0
1608497,2512,320.0
1609114,2513,320.0
1609821,2514,410.0
1610576,2515,680.0
1611197,2516,380.0
1611823,2517,470.0
1612579,2518,440.0
1613361,2519,510.0
1613856,2520,270.0
1614485,2521,330.0
1615463,2522,460.0
1615942,2523,210.0
1616667,2524,670.0
1617155,2525,170.0
1617863,2526,360.0
1618429,2527,290.0
1618856,2528,60.0
1619256,2529,200.0
1619712,2530,420.0
1620271,2531,270.0
1620740,2532,210.0
1621347,2533,980.0
1621879,2534,140.0
1622361,2535,210.0
1622948,2536,460.0
1623577,2537,330.0
1624057,2538,330.0
1624535,2539,340.0
1625070,2540,360.0
1625660,2541,360.0
1626262,2542,210.0
1626869,2543,210.0
1627309,2544,150.0
1627909,2545,210.0
1628374,2546,280.0
1629008,2547,260.0
1629481,2548,220.0
1630054,2549,230.0
1630539,2550,260.0
1631391,2551,470.0
1631989,2552,210.0
1632628,2553,270.0
1633223,2554,210.0
1633659,2555,230.0
1634052,2556,280.0
1635040,2557,310.0
1635739,2558,400.0
1636540,2559,260.0
1636869,2560,160.0
1637597,2561,410.0
1638016,2562,280.0
1638422,2563,190.0
1639354,2564,850.0
1639965,2565,340.0
1640316,2566,190.0
1640824,2567,350.0
1641585,2568,670.0
1641990,2569,200.0
1643087,2570,410.0
1643696,2571,430.0
1644191,2572,340.0
1644850,2573,290.0
1645690,2574,480.0
1646509,2575,570.0
1646958,2576,230.0
1647677,2577,480.0
1648208,2578,250.0
1648680,2579,210.0
1649153,2580,210.0
1649635,2581,210.0
1650115,2582,210.0
1650579,2583,210.0
1651059,2584,210.0
1651511,2585,240.0
1652249,2586,440.0
1652857,2587,350.0
1653348,2588,240.0
1653741,2589,300.0
1654306,2590,320.0
1654994,2591,270.0
1655451,2592,210.0
1655917,2593,210.0
1656392,2594,210.0
1656911,2595,300.0
1657347,2596,220.0
1657849,2597,250.0
1658583,2598,360.0
1659141,2599,230.0
1659610,2600,210.0
1660091,2601,210.0
1660677,2602,440.0
1661287,2603,150.0
1661725,2604,310.0
1662190,2605,290.0
1662584,2606,250.0
1663076,2607,350.0
1663688,2608,240.0
1664140,2609,240.0
1664667,2610,320.0
1665174,2611,260.0
1665585,2612,220.0
1666107,2613,360.0
1666682,2614,320.0
1667789,2615,460.0
1668177,2616,280.0
1668568,2617,280.0
1669087,2618,360.0
1669745,2619,350.0
1670659,2620,620.0
1671265,2621,370.0
1671774,2622,370.0
1672575,2623,1020.0
1673053,2624,250.0
1674198,2625,720.0
1674612,2626,250.0
1675006,2627,230.0
1675563,2628,260.0
1676301,2629,360.0
1676648,2630,230.0
1677153,2631,250.0
1677679,2632,390.0
1678100,2633,280.0
1678640,2634,350.0
1679073,2635,270.0
1679705,2636,440.0
1680414,2637,350.0
1680920,2638,240.0
1681608,2639,320.0
1682378,2640,320.0
1682720,2641,100.0
1683354,2642,450.0
1683864,2643,400.0
1684700,2644,750.0
1685349,2645,270.0
1685961,2646,480.0
1686495,2647,490.0
1687179,2648,580.0
1687626,2649,240.0
1688035,2650,210.0
1688919,2651,370.0
1689964,2652,880.0
1690545,2653,330.0
1691167,2654,380.0
1691560,2655,110.0
1691902,2656,220.0
1692394,2657,280.0
1692817,2658,320.0
1693997,2659,920.0
1694931,2660,410.0
1695703,2661,450.0
1696633,2662,740.0
1697506,2663,690.0
1698529,2664,400.0
1699041,2665,300.0
1699863,2666,590.0
1700438,2667,310.0
1701169,2668,670.0
1701786,2669,1010.0
1702291,2670,400.0
1702845,2671,340.0
1703540,2672,410.0
1704363,2673,950.0
1704852,2674,360.0
1705588,2675,370.0
1706148,2676,400.0
1707531,2677,1200.0
1707808,2678,80.0
1708455,2679,380.0
1709056,2680,500.0
1709386,2681,160.0
1709906,2682,400.0
1710596,2683,490.0
1711200,2684,470.0
1711643,2685,210.0
1712120,2686,210.0
1713131,2687,590.0
1713637,2688,320.0
1714189,2689,290.0
1714660,2690,320.0
1715411,2691,850.0
1715763,2692,190.0
1716388,2693,210.0
1717258,2694,1310.0
1717730,2695,210.0
1718210,2696,210.0
1719147,2697,510.0
1719624,2698,400.0
1720102,2699,100.0
1720952,2700,320.0
1721482,2701,410.0
1722153,2702,460.0
1722625,2703,210.0
1723184,2704,270.0
1723766,2705,440.0
1724314,2706,260.0
1724845,2707,400.0
1725401,2708,450.0
1726295,2709,830.0
1726765,2710,350.0
1727489,2711,330.0
1728160,2712,520.0
1729346,2713,820.0
1730184,2714,970.0
1730780,2715,70.0
1731396,2716,280.0
1732365,2717,630.0
1733132,2718,540.0
1733933,2719,1250.0
1734778,2720,1160.0
1735291,2721,310.0
1736670,2722,1480.0
1737400,2723,460.0
1738036,2724,180.0
1738734,2725,650.0
1739288,2726,100.0
1740040,2727,510.0
1741047,2728,1480.0
1741698,2729,300.0
1742683,2730,3450.0
1743277,2731,370.0
1743854,2732,260.0
1744522,2733,400.0
1745087,2734,390.0
1745742,2735,640.0
1746276,2736,140.0
1746840,2737,170.0
1747460,2738,420.0
1747916,2739,300.0
1748589,2740,580.0
1749233,2741,270.0
1749950,2742,540.0
1750556,2743,320.0
1751147,2744,620.0
1751970,2745,900.0
1752787,2746,550.0
1753333,2747,190.0
1754501,2748,910.0
1755123,2749,480.0
1755469,2750,190.0
1755933,2751,230.0
1756819,2752,340.0
1757475,2753,400.0
1758189,2754,350.0
1758968,2755,240.0
1759621,2756,370.0
1760078,2757,210.0
1760635,2758,350.0
1761231,2759,210.0
1761702,2760,210.0
1762177,2761,210.0
1762553,2762,280.0
1763317,2763,1000.0
