Steps,Episode number,Episode reward
180080,252,380.0
180770,253,320.0
181458,254,790.0
182123,255,630.0
183001,256,400.0
184203,257,880.0
184904,258,270.0
185675,259,1010.0
186618,260,670.0
187418,261,380.0
188325,262,2070.0
189387,263,670.0
190281,264,430.0
190992,265,460.0
191810,266,550.0
192371,267,330.0
193256,268,410.0
194204,269,470.0
194801,270,390.0
195900,271,700.0
196942,272,320.0
197460,273,240.0
198423,274,560.0
198958,275,230.0
199516,276,310.0
200102,277,300.0
200770,278,390.0
201318,279,420.0
202229,280,650.0
202703,281,260.0
203310,282,210.0
204053,283,500.0
204859,284,330.0
205318,285,310.0
205814,286,320.0
207009,287,350.0
207672,288,210.0
208277,289,210.0
209124,290,630.0
209633,291,410.0
210794,292,790.0
211540,293,610.0
212183,294,290.0
213044,295,770.0
213822,296,580.0
214536,297,360.0
215181,298,450.0
216011,299,350.0
216886,300,820.0
217508,301,430.0
218101,302,470.0
218645,303,330.0
219528,304,540.0
220306,305,630.0
220966,306,290.0
221918,307,950.0
222327,308,210.0
223249,309,640.0
224090,310,320.0
224819,311,620.0
225529,312,540.0
226195,313,70.0
227031,314,650.0
227568,315,340.0
228009,316,180.0
228612,317,210.0
229126,318,240.0
229624,319,280.0
230537,320,590.0
231232,321,560.0
232090,322,1910.0
232670,323,320.0
233322,324,210.0
233922,325,210.0
234417,326,210.0
234961,327,360.0
235687,328,450.0
236073,329,180.0
236550,330,220.0
237090,331,150.0
237939,332,600.0
238534,333,320.0
239136,334,210.0
239679,335,270.0
240491,336,420.0
241005,337,410.0
241566,338,360.0
242237,339,300.0
243253,340,920.0
244191,341,740.0
244766,342,160.0
245855,343,740.0
246390,344,370.0
247392,345,700.0
247959,346,320.0
248356,347,190.0
249317,348,840.0
250185,349,480.0
250803,350,480.0
251362,351,380.0
252255,352,840.0
252759,353,340.0
253690,354,430.0
254461,355,440.0
255258,356,420.0
255784,357,260.0
256170,358,100.0
257494,359,880.0
258108,360,520.0
259246,361,710.0
259863,362,320.0
260487,363,240.0
261025,364,240.0
261480,365,320.0
262029,366,310.0
262606,367,320.0
263465,368,690.0
264396,369,630.0
265063,370,310.0
265720,371,320.0
266595,372,870.0
267239,373,470.0
268478,374,1190.0
269078,375,500.0
270099,376,670.0
270802,377,520.0
271527,378,210.0
272598,379,460.0
273399,380,330.0
274736,381,1830.0
275563,382,260.0
276196,383,210.0
276781,384,320.0
277559,385,580.0
278105,386,230.0
279160,387,1280.0
279826,388,150.0
280792,389,620.0
281789,390,440.0
282312,391,510.0
283217,392,690.0
284230,393,410.0
285146,394,720.0
285591,395,180.0
286360,396,590.0
287076,397,370.0
287808,398,310.0
288510,399,250.0
289054,400,290.0
289698,401,210.0
290565,402,470.0
291616,403,380.0
292272,404,880.0
292944,405,670.0
293796,406,310.0
294334,407,400.0
295120,408,530.0
295972,409,870.0
296747,410,250.0
297356,411,110.0
298012,412,320.0
298763,413,420.0
299545,414,310.0
300389,415,1110.0
301159,416,450.0
301761,417,210.0
302370,418,210.0
303034,419,340.0
303528,420,440.0
304050,421,260.0
304916,422,460.0
305832,423,1020.0
306887,424,930.0
307613,425,320.0
308174,426,380.0
308817,427,370.0
309607,428,970.0
310688,429,560.0
311512,430,560.0
312210,431,320.0
313225,432,790.0
314200,433,360.0
314777,434,440.0
315599,435,320.0
316149,436,280.0
316728,437,220.0
317326,438,210.0
317948,439,280.0
318553,440,470.0
318992,441,320.0
319530,442,230.0
320055,443,210.0
320610,444,430.0
321798,445,630.0
322345,446,210.0
322980,447,120.0
323577,448,210.0
324748,449,990.0
325453,450,270.0
326335,451,850.0
327368,452,1920.0
328049,453,320.0
328602,454,330.0
329179,455,320.0
330148,456,770.0
330744,457,230.0
331506,458,240.0
332333,459,240.0
332964,460,380.0
333584,461,470.0
334564,462,240.0
335386,463,440.0
336274,464,320.0
336809,465,150.0
337565,466,670.0
338093,467,280.0
339058,468,240.0
339750,469,390.0
340419,470,310.0
340987,471,500.0
341980,472,770.0
342601,473,390.0
343402,474,630.0
344029,475,470.0
344855,476,500.0
345599,477,280.0
346581,478,560.0
347410,479,440.0
348128,480,400.0
348917,481,630.0
349628,482,310.0
350388,483,270.0
350990,484,210.0
352257,485,2010.0
352819,486,220.0
353456,487,520.0
354184,488,400.0
354785,489,210.0
355384,490,210.0
355862,491,380.0
356566,492,270.0
357119,493,260.0
357718,494,210.0
358329,495,210.0
358933,496,210.0
359697,497,230.0
360344,498,320.0
361288,499,730.0
361819,500,140.0
362202,501,180.0
362995,502,690.0
363545,503,100.0
364529,504,480.0
365294,505,470.0
366015,506,400.0
366781,507,660.0
367523,508,710.0
368372,509,420.0
369264,510,750.0
369960,511,130.0
370682,512,120.0
371536,513,500.0
372101,514,390.0
373036,515,740.0
373579,516,400.0
374556,517,840.0
375086,518,420.0
375940,519,240.0
376819,520,440.0
377494,521,260.0
378428,522,840.0
379283,523,430.0
379826,524,150.0
380259,525,150.0
380839,526,320.0
381232,527,190.0
381798,528,450.0
382321,529,360.0
382958,530,240.0
383490,531,350.0
384011,532,420.0
384537,533,110.0
384969,534,180.0
385366,535,180.0
386067,536,260.0
386605,537,240.0
387239,538,410.0
388006,539,390.0
388668,540,320.0
389333,541,250.0
390138,542,320.0
390749,543,210.0
391297,544,310.0
391858,545,150.0
392477,546,450.0
393321,547,410.0
393978,548,210.0
394741,549,1020.0
395631,550,620.0
396187,551,310.0
397048,552,210.0
397653,553,210.0
398257,554,210.0
399117,555,630.0
399767,556,440.0
400358,557,320.0
400752,558,190.0
401275,559,210.0
401820,560,250.0
402310,561,310.0
403117,562,460.0
403519,563,220.0
404120,564,210.0
404726,565,310.0
405271,566,150.0
406259,567,430.0
406788,568,150.0
407408,569,880.0
408169,570,870.0
408556,571,190.0
409259,572,600.0
410084,573,540.0
410666,574,260.0
411427,575,910.0
412069,576,660.0
412890,577,580.0
413594,578,280.0
414180,579,210.0
415018,580,470.0
415422,581,200.0
416065,582,350.0
416934,583,630.0
417793,584,610.0
418761,585,530.0
419235,586,260.0
419893,587,420.0
420499,588,210.0
421103,589,210.0
421871,590,510.0
422477,591,210.0
423077,592,210.0
423626,593,290.0
424225,594,210.0
425051,595,590.0
425924,596,970.0
426568,597,350.0
427485,598,320.0
428086,599,210.0
428705,600,460.0
429313,601,210.0
429916,602,210.0
430577,603,210.0
431180,604,210.0
431834,605,320.0
432332,606,280.0
432936,607,210.0
433531,608,210.0
434133,609,210.0
434660,610,210.0
435502,611,1070.0
436051,612,360.0
436987,613,450.0
437825,614,440.0
438366,615,310.0
438919,616,390.0
439311,617,190.0
440262,618,390.0
441283,619,240.0
442102,620,320.0
442920,621,320.0
443527,622,210.0
444064,623,240.0
445016,624,310.0
445541,625,210.0
446439,626,680.0
446968,627,270.0
447628,628,210.0
448368,629,550.0
448864,630,380.0
449649,631,500.0
450169,632,360.0
450795,633,260.0
451477,634,260.0
452100,635,360.0
452988,636,440.0
453479,637,170.0
454145,638,570.0
454864,639,530.0
455566,640,470.0
456434,641,520.0
457013,642,110.0
458304,643,650.0
458899,644,210.0
459967,645,760.0
460574,646,210.0
461115,647,370.0
461735,648,140.0
462681,649,630.0
463329,650,320.0
464083,651,620.0
465010,652,450.0
465582,653,270.0
466227,654,540.0
467177,655,460.0
467960,656,320.0
468802,657,1030.0
469332,658,260.0
470008,659,470.0
470551,660,310.0
471151,661,210.0
471773,662,650.0
472609,663,400.0
473025,664,150.0
473659,665,310.0
474269,666,210.0
474866,667,210.0
475513,668,440.0
476054,669,280.0
476620,670,450.0
477314,671,310.0
477873,672,310.0
478473,673,210.0
479037,674,440.0
479638,675,440.0
480285,676,210.0
480818,677,150.0
482034,678,830.0
482580,679,310.0
483090,680,280.0
483958,681,260.0
484589,682,310.0
485141,683,310.0
485935,684,410.0
486472,685,290.0
487521,686,380.0
488373,687,420.0
489111,688,370.0
489914,689,330.0
490459,690,370.0
490993,691,440.0
491573,692,120.0
492370,693,1210.0
493049,694,360.0
493520,695,300.0
494600,696,370.0
495035,697,210.0
495633,698,210.0
496238,699,210.0
497370,700,2080.0
498291,701,590.0
498891,702,210.0
499727,703,240.0
500387,704,320.0
500943,705,240.0
501952,706,630.0
502509,707,380.0
503061,708,310.0
503611,709,420.0
504080,710,320.0
504789,711,280.0
505586,712,440.0
506123,713,240.0
506728,714,210.0
507325,715,210.0
508377,716,260.0
508867,717,290.0
509782,718,370.0
510386,719,210.0
511202,720,310.0
511814,721,210.0
512442,722,420.0
513510,723,260.0
514428,724,880.0
514954,725,360.0
515500,726,470.0
516058,727,290.0
516591,728,150.0
517111,729,420.0
518078,730,610.0
518690,731,210.0
519356,732,310.0
520022,733,310.0
520574,734,260.0
521417,735,470.0
522019,736,210.0
522696,737,260.0
523293,738,210.0
524048,739,210.0
524581,740,260.0
525297,741,590.0
525887,742,210.0
526834,743,570.0
527779,744,440.0
528326,745,310.0
528860,746,370.0
529254,747,100.0
529802,748,240.0
530343,749,310.0
531528,750,2170.0
532108,751,400.0
532765,752,330.0
533439,753,390.0
534513,754,670.0
535108,755,210.0
535866,756,570.0
536416,757,150.0
536959,758,240.0
537555,759,210.0
538106,760,310.0
539089,761,420.0
539691,762,480.0
540277,763,260.0
540932,764,70.0
541691,765,580.0
542582,766,610.0
543187,767,210.0
543735,768,240.0
544665,769,630.0
545211,770,310.0
545819,771,210.0
546451,772,240.0
547294,773,590.0
547841,774,150.0
548426,775,320.0
549032,776,210.0
549729,777,460.0
550336,778,210.0
550918,779,280.0
551604,780,470.0
552268,781,320.0
553420,782,1880.0
554020,783,210.0
554633,784,460.0
555240,785,210.0
555888,786,330.0
556431,787,420.0
557027,788,210.0
558008,789,420.0
558616,790,210.0
559290,791,210.0
559792,792,280.0
560398,793,210.0
560995,794,210.0
561626,795,400.0
562330,796,300.0
562940,797,210.0
563547,798,210.0
564156,799,210.0
564761,800,210.0
565355,801,210.0
566008,802,210.0
566578,803,210.0
567182,804,210.0
567719,805,290.0
568326,806,210.0
568925,807,210.0
569540,808,210.0
570062,809,260.0
570717,810,210.0
571586,811,1700.0
571974,812,190.0
572582,813,210.0
573205,814,210.0
573758,815,430.0
574361,816,210.0
574851,817,340.0
575398,818,320.0
576002,819,210.0
576650,820,210.0
577505,821,610.0
577886,822,230.0
578541,823,360.0
578975,824,210.0
579525,825,320.0
580050,826,230.0
580658,827,210.0
581282,828,390.0
582080,829,210.0
582609,830,230.0
583182,831,190.0
583620,832,210.0
584228,833,210.0
584835,834,210.0
585432,835,210.0
585824,836,190.0
586435,837,210.0
587533,838,1700.0
588137,839,210.0
588745,840,210.0
589400,841,320.0
590015,842,210.0
590392,843,190.0
590996,844,210.0
591663,845,210.0
592270,846,210.0
592879,847,210.0
593486,848,210.0
594086,849,210.0
594686,850,210.0
595300,851,210.0
595896,852,210.0
596485,853,440.0
597095,854,210.0
597687,855,210.0
598381,856,490.0
598963,857,230.0
599553,858,210.0
600209,859,210.0
600805,860,210.0
601417,861,210.0
601952,862,320.0
602541,863,210.0
603158,864,210.0
603750,865,210.0
604129,866,190.0
604734,867,210.0
605343,868,210.0
606032,869,320.0
606418,870,190.0
607087,871,320.0
607930,872,910.0
608882,873,1810.0
609484,874,210.0
610088,875,210.0
610651,876,210.0
611254,877,210.0
611864,878,210.0
612691,879,320.0
613298,880,210.0
613678,881,190.0
614323,882,210.0
615093,883,550.0
615693,884,210.0
616299,885,210.0
616928,886,400.0
617551,887,210.0
618351,888,210.0
618902,889,320.0
619505,890,210.0
620109,891,210.0
620699,892,210.0
621298,893,210.0
621906,894,210.0
622449,895,240.0
623048,896,210.0
623642,897,210.0
624248,898,210.0
624634,899,190.0
625232,900,210.0
625649,901,220.0
626055,902,220.0
626526,903,180.0
627120,904,210.0
627734,905,210.0
628278,906,390.0
628753,907,210.0
629217,908,210.0
629810,909,520.0
630630,910,410.0
631457,911,280.0
631932,912,210.0
632341,913,200.0
632811,914,210.0
633143,915,160.0
633617,916,240.0
634103,917,430.0
634681,918,210.0
635489,919,430.0
636211,920,500.0
636691,921,210.0
638176,922,370.0
638650,923,210.0
639323,924,660.0
640141,925,1030.0
640778,926,900.0
641261,927,220.0
642233,928,890.0
643079,929,700.0
643546,930,230.0
644276,931,410.0
644778,932,530.0
645336,933,390.0
645847,934,390.0
646237,935,290.0
646716,936,210.0
647191,937,210.0
647683,938,360.0
648619,939,770.0
649117,940,190.0
649540,941,240.0
650103,942,320.0
650582,943,320.0
651183,944,330.0
651635,945,240.0
652642,946,2040.0
652965,947,160.0
653595,948,430.0
654000,949,190.0
654535,950,320.0
655254,951,610.0
655792,952,380.0
656263,953,210.0
656828,954,290.0
657213,955,280.0
657776,956,360.0
658160,957,280.0
658697,958,240.0
659174,959,210.0
659649,960,210.0
660053,961,220.0
660805,962,610.0
661341,963,400.0
661740,964,220.0
662329,965,210.0
662985,966,440.0
663792,967,620.0
664142,968,190.0
664537,969,280.0
664938,970,210.0
665573,971,650.0
666109,972,350.0
666689,973,290.0
667216,974,360.0
667502,975,120.0
668122,976,420.0
668712,977,210.0
669312,978,210.0
669838,979,240.0
670978,980,350.0
671673,981,340.0
672938,982,1090.0
673572,983,300.0
674149,984,240.0
674604,985,210.0
675158,986,360.0
675631,987,240.0
676018,988,290.0
676369,989,190.0
676925,990,460.0
677545,991,1680.0
678151,992,430.0
678681,993,330.0
679146,994,230.0
679666,995,380.0
680481,996,520.0
681052,997,420.0
681679,998,400.0
682733,999,640.0
683138,1000,220.0
683877,1001,500.0
684436,1002,290.0
685428,1003,450.0
685990,1004,410.0
686640,1005,390.0
687408,1006,540.0
688332,1007,400.0
689142,1008,790.0
689717,1009,350.0
690200,1010,200.0
690765,1011,310.0
691625,1012,420.0
692196,1013,240.0
692630,1014,300.0
692974,1015,100.0
693513,1016,290.0
693926,1017,160.0
694515,1018,210.0
695291,1019,630.0
695893,1020,210.0
696629,1021,410.0
697309,1022,490.0
698018,1023,320.0
698820,1024,300.0
699286,1025,230.0
699833,1026,240.0
700368,1027,310.0
701130,1028,380.0
701691,1029,390.0
702113,1030,280.0
702584,1031,210.0
703062,1032,210.0
703576,1033,400.0
704173,1034,210.0
704528,1035,190.0
705151,1036,270.0
705539,1037,230.0
706053,1038,160.0
706689,1039,240.0
707424,1040,410.0
707900,1041,210.0
708311,1042,290.0
708859,1043,120.0
709316,1044,360.0
709840,1045,360.0
710370,1046,360.0
711036,1047,510.0
711863,1048,410.0
712481,1049,210.0
712880,1050,200.0
713572,1051,280.0
713968,1052,280.0
714395,1053,290.0
714884,1054,360.0
715501,1055,210.0
715830,1056,170.0
716256,1057,290.0
716643,1058,200.0
717169,1059,360.0
717632,1060,210.0
718109,1061,350.0
718722,1062,210.0
719375,1063,320.0
720017,1064,210.0
721276,1065,210.0
721882,1066,210.0
722368,1067,330.0
722753,1068,190.0
723444,1069,450.0
724043,1070,210.0
724427,1071,280.0
725657,1072,520.0
726129,1073,210.0
726691,1074,450.0
727172,1075,210.0
727634,1076,210.0
728206,1077,300.0
728795,1078,210.0
729430,1079,360.0
729899,1080,210.0
730367,1081,210.0
730836,1082,210.0
731613,1083,370.0
732307,1084,300.0
732782,1085,210.0
733241,1086,210.0
733713,1087,210.0
734193,1088,210.0
734718,1089,320.0
735179,1090,210.0
735656,1091,210.0
736119,1092,210.0
736595,1093,210.0
737072,1094,210.0
737544,1095,210.0
738022,1096,210.0
738485,1097,210.0
738821,1098,160.0
739399,1099,260.0
739846,1100,350.0
740477,1101,290.0
741388,1102,1040.0
741779,1103,280.0
742541,1104,490.0
743184,1105,350.0
743992,1106,380.0
744386,1107,120.0
744935,1108,390.0
745333,1109,200.0
745755,1110,220.0
746094,1111,230.0
746874,1112,590.0
747270,1113,190.0
747838,1114,170.0
748235,1115,290.0
749024,1116,480.0
749579,1117,390.0
750081,1118,240.0
751050,1119,540.0
751616,1120,390.0
752125,1121,390.0
752898,1122,430.0
753462,1123,250.0
753988,1124,360.0
754749,1125,210.0
755348,1126,400.0
755792,1127,340.0
756716,1128,280.0
757243,1129,380.0
757936,1130,410.0
758467,1131,320.0
758962,1132,320.0
759584,1133,350.0
759966,1134,290.0
760288,1135,160.0
760686,1136,220.0
761209,1137,360.0
761846,1138,350.0
762187,1139,100.0
762763,1140,490.0
763164,1141,190.0
763658,1142,390.0
764046,1143,280.0
764673,1144,240.0
765152,1145,230.0
766242,1146,480.0
766984,1147,360.0
767487,1148,240.0
768135,1149,440.0
768526,1150,280.0
769128,1151,480.0
769528,1152,190.0
770419,1153,300.0
770808,1154,60.0
771411,1155,210.0
772133,1156,380.0
772520,1157,280.0
773137,1158,310.0
773591,1159,240.0
774321,1160,1020.0
774882,1161,520.0
775216,1162,110.0
776132,1163,1030.0
776712,1164,360.0
777620,1165,280.0
778087,1166,210.0
778625,1167,320.0
779112,1168,410.0
780029,1169,810.0
780754,1170,410.0
781887,1171,570.0
782454,1172,400.0
783413,1173,960.0
783875,1174,300.0
784268,1175,230.0
784858,1176,280.0
785500,1177,250.0
786024,1178,340.0
786732,1179,350.0
787077,1180,100.0
787858,1181,330.0
788267,1182,220.0
788731,1183,220.0
789514,1184,500.0
789995,1185,420.0
790473,1186,210.0
790856,1187,280.0
791399,1188,350.0
791925,1189,250.0
792508,1190,240.0
792903,1191,280.0
793307,1192,200.0
793859,1193,410.0
794471,1194,240.0
795283,1195,410.0
795780,1196,270.0
796416,1197,220.0
797218,1198,470.0
797903,1199,410.0
798414,1200,340.0
799373,1201,370.0
799848,1202,210.0
800557,1203,1760.0
801042,1204,210.0
801510,1205,210.0
801983,1206,230.0
802387,1207,330.0
803113,1208,410.0
803672,1209,390.0
804127,1210,420.0
804770,1211,240.0
805163,1212,230.0
805556,1213,180.0
806214,1214,210.0
806604,1215,230.0
807531,1216,210.0
808091,1217,440.0
808811,1218,280.0
809572,1219,310.0
810042,1220,210.0
810462,1221,350.0
810924,1222,300.0
811241,1223,170.0
811805,1224,360.0
812331,1225,330.0
812838,1226,230.0
813374,1227,360.0
813794,1228,290.0
814271,1229,390.0
814967,1230,250.0
815543,1231,430.0
816144,1232,210.0
816683,1233,270.0
817784,1234,410.0
818336,1235,250.0
819052,1236,300.0
819481,1237,330.0
819930,1238,210.0
820279,1239,220.0
820722,1240,310.0
821241,1241,380.0
822058,1242,530.0
822591,1243,360.0
823163,1244,430.0
823813,1245,230.0
824481,1246,380.0
824983,1247,210.0
825582,1248,420.0
826113,1249,270.0
826520,1250,100.0
827147,1251,330.0
828629,1252,1010.0
829457,1253,610.0
830055,1254,230.0
831077,1255,300.0
831470,1256,220.0
832361,1257,580.0
832902,1258,390.0
833504,1259,210.0
833906,1260,200.0
834512,1261,460.0
835078,1262,280.0
835619,1263,370.0
836146,1264,230.0
836685,1265,490.0
837363,1266,620.0
837793,1267,220.0
838259,1268,210.0
838932,1269,450.0
839829,1270,690.0
840704,1271,700.0
841301,1272,330.0
842060,1273,640.0
843156,1274,490.0
843766,1275,180.0
844455,1276,160.0
844792,1277,160.0
845611,1278,330.0
846321,1279,920.0
846839,1280,330.0
847652,1281,720.0
848051,1282,200.0
848884,1283,480.0
849261,1284,60.0
850023,1285,1080.0
850646,1286,410.0
851150,1287,400.0
851576,1288,220.0
852293,1289,300.0
852923,1290,490.0
853834,1291,640.0
854313,1292,360.0
854731,1293,360.0
855277,1294,310.0
855847,1295,260.0
856288,1296,240.0
857206,1297,920.0
857731,1298,330.0
858555,1299,390.0
858998,1300,230.0
859322,1301,160.0
859864,1302,240.0
860678,1303,530.0
861010,1304,160.0
861529,1305,330.0
862037,1306,180.0
862764,1307,320.0
863295,1308,240.0
863843,1309,350.0
864493,1310,330.0
864959,1311,240.0
865762,1312,700.0
866358,1313,240.0
867152,1314,980.0
867722,1315,350.0
868528,1316,720.0
869185,1317,600.0
870000,1318,300.0
870443,1319,310.0
870966,1320,310.0
871437,1321,210.0
871816,1322,280.0
872246,1323,360.0
872764,1324,340.0
873254,1325,290.0
873726,1326,210.0
874298,1327,400.0
874987,1328,1260.0
875565,1329,500.0
876493,1330,630.0
877110,1331,350.0
877497,1332,280.0
878021,1333,320.0
878627,1334,210.0
879024,1335,220.0
879492,1336,350.0
880140,1337,450.0
880522,1338,210.0
881193,1339,70.0
882113,1340,340.0
882650,1341,250.0
883256,1342,210.0
883644,1343,280.0
884243,1344,390.0
884915,1345,410.0
885461,1346,310.0
886038,1347,260.0
886771,1348,530.0
887379,1349,400.0
888116,1350,550.0
888651,1351,290.0
889182,1352,390.0
889997,1353,320.0
890421,1354,350.0
890967,1355,230.0
891746,1356,1150.0
892372,1357,400.0
892854,1358,280.0
893602,1359,1010.0
894659,1360,320.0
895294,1361,240.0
895899,1362,410.0
896439,1363,400.0
897038,1364,70.0
897417,1365,190.0
897875,1366,70.0
898477,1367,210.0
898912,1368,210.0
899447,1369,330.0
900278,1370,510.0
900870,1371,210.0
901466,1372,210.0
902130,1373,320.0
902731,1374,210.0
903235,1375,280.0
903853,1376,210.0
904695,1377,630.0
905046,1378,210.0
905875,1379,500.0
906520,1380,160.0
907148,1381,180.0
907677,1382,210.0
908232,1383,130.0
908853,1384,270.0
909327,1385,120.0
909841,1386,270.0
910275,1387,270.0
910863,1388,240.0
911252,1389,280.0
911813,1390,300.0
913144,1391,630.0
913534,1392,230.0
914502,1393,1020.0
915102,1394,370.0
915713,1395,400.0
916464,1396,550.0
916997,1397,520.0
917446,1398,170.0
918092,1399,400.0
918908,1400,540.0
919467,1401,270.0
919946,1402,250.0
920741,1403,320.0
921938,1404,810.0
922483,1405,260.0
923079,1406,360.0
923671,1407,300.0
924199,1408,270.0
924959,1409,370.0
925551,1410,210.0
926154,1411,210.0
926755,1412,210.0
927457,1413,460.0
928143,1414,180.0
928735,1415,220.0
929542,1416,550.0
930456,1417,320.0
930895,1418,180.0
931685,1419,500.0
932284,1420,210.0
932611,1421,160.0
933082,1422,300.0
933776,1423,330.0
934346,1424,260.0
935507,1425,520.0
935925,1426,220.0
936448,1427,360.0
937369,1428,1010.0
937845,1429,240.0
938198,1430,150.0
938658,1431,230.0
939156,1432,220.0
939796,1433,410.0
940578,1434,650.0
941027,1435,240.0
941431,1436,240.0
941837,1437,190.0
942323,1438,210.0
943090,1439,670.0
943644,1440,280.0
944120,1441,210.0
945115,1442,850.0
945868,1443,360.0
946436,1444,120.0
947096,1445,310.0
947606,1446,360.0
948096,1447,260.0
948563,1448,310.0
948945,1449,290.0
949281,1450,190.0
950047,1451,480.0
950592,1452,130.0
951281,1453,250.0
951759,1454,420.0
952229,1455,100.0
952618,1456,280.0
953141,1457,430.0
953703,1458,330.0
955159,1459,440.0
955595,1460,210.0
956493,1461,430.0
957370,1462,600.0
957807,1463,260.0
958541,1464,790.0
959074,1465,350.0
959511,1466,210.0
959979,1467,180.0
960650,1468,340.0
961120,1469,120.0
961724,1470,470.0
962326,1471,430.0
962869,1472,260.0
963626,1473,630.0
964366,1474,660.0
964946,1475,470.0
965842,1476,730.0
966631,1477,440.0
967069,1478,230.0
967855,1479,300.0
968426,1480,240.0
969409,1481,270.0
970137,1482,690.0
970917,1483,280.0
971453,1484,430.0
972170,1485,670.0
973105,1486,560.0
974192,1487,1440.0
974962,1488,400.0
975445,1489,500.0
976380,1490,860.0
976922,1491,380.0
